Символ,Частота,Код
'щ ',0.000006,111111110100101011
"'""и'",0.000006,11111111010010110
'âc',0.000006,111111110100101110
'бт',0.000006,111111110100101111
'fu',0.000006,11111111010011000
'ht',0.000006,111111110100110010
'Эх',0.000006,111111110100110011
'лш',0.000006,11111111010011010
'нх',0.000006,11111111010011011
'Н.',0.000005,11111111010011100
'дг',0.000005,111111110100111010
'(ч',0.000005,111111110100111011
' 0',0.000005,11111111010011110
'ІІ',0.000005,111111110100111110
'e;',0.000005,111111110100111111
'-c',0.000005,11111111010100000
'Oh',0.000005,111111110101000010
'бж',0.000005,111111110101000011
'с!',0.000005,11111111010100010
'Шв',0.000005,111111110101000110
"'н""'",0.000005,111111110101000111
'To',0.000005,11111111010100100
'ц!',0.000005,111111110101001010
'Вр',0.000005,111111110101001011
' Ю',0.000005,11111111010100110
'цг',0.000005,11111111010100111
'-ю',0.000005,11111111010101000
'(П',0.000005,111111110101010010
"'""Э'",0.000005,111111110101010011
'Ть',0.000005,11111111010101010
'к\n',0.000005,11111111010101011
'Яр',0.000005,11111111010101100
'бз',0.000005,111111110101011010
'ыц',0.000005,111111110101011011
'Ри',0.000005,11111111010101110
'РА',0.000005,111111110101011110
'ip',0.000005,111111110101011111
'ov',0.000005,111111110101100000
"',5'",0.000005,111111110101100001
'Li',0.000005,11111111010110001
'тз',0.000005,111111110101100100
"'Я,'",0.000005,111111110101100101
'мф',0.000005,11111111010110011
'Ko',0.000005,111111110101101000
' z',0.000005,111111110101101001
'?2',0.000005,11111111010110101
"'""!'",0.000005,111111110101101100
'Их',0.000005,111111110101101101
'rv',0.000005,11111111010110111
"'""L'",0.000005,111111110101110000
'Дю',0.000005,111111110101110001
'f ',0.000005,11111111010111001
'Сн',0.000005,111111110101110100
'мш',0.000005,111111110101110101
'лв',0.000005,11111111010111011
"'к""'",0.000005,11111111010111100
'év',0.000005,111111110101111010
'e-',0.000005,111111110101111011
'éd',0.000005,11111111010111110
'So',0.000005,111111110101111110
'èn',0.000005,111111110101111111
'р;',0.000005,11111111011000000
'xa',0.000005,111111110110000010
'юж',0.000005,111111110110000011
'д?',0.000005,11111111011000010
'ёр',0.000005,111111110110000110
'юх',0.000005,111111110110000111
'с:',0.000005,11111111011000100
'с-',0.000005,111111110110001010
'pt',0.000005,111111110110001011
'мз',0.000005,11111111011000110
's-',0.000005,111111110110001110
'ôt',0.000005,111111110110001111
'пс',0.000005,11111111011001000
'Ам',0.000005,111111110110010010
'бò',0.000005,111111110110010011
'òл',0.000005,11111111011001010
'ld',0.000005,111111110110010110
"'""к'",0.000005,111111110110010111
"'""ч'",0.000005,11111111011001100
'-4',0.000005,111111110110011010
'u.',0.000005,111111110110011011
'ПЕ',0.000005,111111110110011100
'Й\n',0.000005,111111110110011101
"""'ê""",0.000005,111111110110011110
"'r""'",0.000005,111111110110011111
'e2',0.000005,11111111011010000
'кю',0.000005,111111110110100010
'nq',0.000005,111111110110100011
'lе',0.000005,11111111011010010
"'s""'",0.000005,111111110110100110
'Ra',0.000005,111111110110100111
'ks',0.000005,111111110110101000
'ém',0.000005,111111110110101001
'-ж',0.000005,111111110110101010
'é.',0.000005,111111110110101011
'Po',0.000005,11111111011010110
'g ',0.000005,111111110110101110
'En',0.000005,111111110110101111
'дф',0.000005,111111110110110000
'Уд',0.000005,111111110110110001
'aj',0.000005,111111110110110010
'éo',0.000005,111111110110110011
'ш.',0.000005,11111111011011010
'иу',0.000005,111111110110110110
'с?',0.000005,111111110110110111
'лх',0.000005,11111111011011100
'нъ',0.000005,111111110110111010
'НЫ',0.000004,111111110110111011
'.5',0.000004,111111110110111100
'fé',0.000004,111111110110111101
'gl',0.000004,111111110110111110
'sk',0.000004,111111110110111111
'д;',0.000004,11111111011100000
'Вт',0.000004,111111110111000010
'sq',0.000004,111111110111000011
'оа',0.000004,111111110111000100
'Эс',0.000004,111111110111000101
'ф!',0.000004,111111110111000110
'мщ',0.000004,111111110111000111
't?',0.000004,11111111011100100
'в)',0.000004,111111110111001010
'.-',0.000004,111111110111001011
'-Д',0.000004,111111110111001100
'Фа',0.000004,111111110111001101
'ay',0.000004,111111110111001110
'ВТ',0.000004,111111110111001111
'lh',0.000004,111111110111010000
'Pé',0.000004,111111110111010001
"'f,'",0.000004,11111111011101001
'с;',0.000004,111111110111010100
'Ba',0.000004,111111110111010101
'go',0.000004,111111110111010110
'О!',0.000004,111111110111010111
'г;',0.000004,111111110111011000
'р)',0.000004,111111110111011001
'(е',0.000004,111111110111011010
'uf',0.000004,111111110111011011
'-К',0.000004,111111110111011100
'ю)',0.000004,111111110111011101
'ó?',0.000004,111111110111011110
'-ш',0.000004,111111110111011111
"'à,'",0.000004,111111110111100000
'lq',0.000004,111111110111100001
'P.',0.000004,11111111011110001
'ч!',0.000004,111111110111100100
'?!',0.000004,111111110111100101
'Сч',0.000004,111111110111100110
"'""З'",0.000004,111111110111100111
'-А',0.000004,111111110111101000
'ао',0.000004,111111110111101001
' W',0.000004,111111110111101010
'-М',0.000004,111111110111101011
'км',0.000004,111111110111101100
'чв',0.000004,111111110111101101
'-Л',0.000004,111111110111101110
'(р',0.000004,111111110111101111
'0)',0.000004,111111110111110000
'РВ',0.000004,111111110111110001
'ВА',0.000004,111111110111110010
'ТР',0.000004,111111110111110011
'И.',0.000004,111111110111110100
's)',0.000004,111111110111110101
'?3',0.000004,111111110111110110
'Сд',0.000004,111111110111110111
'Ср',0.000004,111111110111111000
'uz',0.000004,111111110111111001
'tê',0.000004,111111110111111010
'o ',0.000004,111111110111111011
'эг',0.000004,111111110111111100
'лф',0.000004,111111110111111101
'г!',0.000004,111111110111111110
'Вн',0.000004,111111110111111111
'ц-',0.000004,111111111000000000
'-ê',0.000004,111111111000000001
"'""V'",0.000004,111111111000000010
'ya',0.000004,111111111000000011
'bs',0.000004,111111111000000100
's;',0.000004,111111111000000101
'xp',0.000004,111111111000000110
'mu',0.000004,111111111000000111
'Me',0.000004,111111111000001000
'x.',0.000004,111111111000001001
"'""т'",0.000004,111111111000001010
'Ца',0.000004,111111111000001011
'Ож',0.000004,111111111000001100
'wi',0.000004,111111111000001101
"'л""'",0.000004,111111111000001110
'(д',0.000004,111111111000001111
'Вч',0.000004,111111111000010000
"'х""'",0.000004,111111111000010001
'́л',0.000004,111111111000010010
'лз',0.000004,111111111000010011
'аа',0.000004,111111111000010100
'Ут',0.000004,111111111000010101
'чм',0.000004,111111111000010110
"""'т""",0.000004,111111111000010111
'ОЙ',0.000004,111111111000011000
'ЧЕ',0.000004,111111111000011001
'Е ',0.000004,1111111110000110100
'Ы ',0.000004,1111111110000110101
'ЕН',0.000004,111111111000011011
'-t',0.000004,111111111000011100
'zo',0.000004,111111111000011101
'эм',0.000004,111111111000011110
'sb',0.000004,111111111000011111
'ah',0.000004,111111111000100000
'rb',0.000004,111111111000100001
'u!',0.000004,1111111110001000100
'xc',0.000004,1111111110001000101
'ф?',0.000004,111111111000100011
't!',0.000004,111111111000100100
"'""м'",0.000004,111111111000100101
'ыу',0.000004,111111111000100110
'жл',0.000004,111111111000100111
'вщ',0.000004,111111111000101000
'cé',0.000004,111111111000101001
'-i',0.000004,111111111000101010
'i-',0.000004,111111111000101011
'z.',0.000004,111111111000101100
'Сз',0.000004,111111111000101101
'nh',0.000004,111111111000101110
'n!',0.000004,111111111000101111
'Иш',0.000004,111111111000110000
'ѐ',0.000004,111111111000110001
'(Н',0.000004,1111111110001100100
'нп',0.000004,1111111110001100101
'лм',0.000004,111111111000110011
"'""Л'",0.000004,111111111000110100
'Da',0.000004,111111111000110101
'Уп',0.000004,111111111000110110
'Уз',0.000004,111111111000110111
'\nВ',0.000003,111111111000111000
'р\n',0.000003,111111111000111001
"'\n""'",0.000003,111111111000111010
'Л.',0.000003,111111111000111011
'\nП',0.000003,111111111000111100
'rq',0.000003,1111111110001111010
'ph',0.000003,1111111110001111011
"'""D'",0.000003,111111111000111110
'rp',0.000003,111111111000111111
'zu',0.000003,111111111001000000
"'""J'",0.000003,1111111110010000010
'ed',0.000003,1111111110010000011
'тё',0.000003,111111111001000010
'Чо',0.000003,111111111001000011
'Сы',0.000003,111111111001000100
'нл',0.000003,1111111110010001010
"""'A""",0.000003,1111111110010001011
"'ч""'",0.000003,111111111001000110
'ju',0.000003,111111111001000111
"'""C'",0.000003,111111111001001000
'dm',0.000003,111111111001001001
'Do',0.000003,111111111001001010
'tô',0.000003,111111111001001011
'ug',0.000003,111111111001001100
'фк',0.000003,1111111110010011010
'tz',0.000003,1111111110010011011
'Ат',0.000003,111111111001001110
'Эр',0.000003,111111111001001111
'og',0.000003,111111111001010000
'l.',0.000003,111111111001010001
"'""е'",0.000003,111111111001010010
'(у',0.000003,111111111001010011
'Цн',0.000003,111111111001010100
'(L',0.000003,1111111110010101010
'(Э',0.000003,1111111110010101011
"'(""'",0.000003,111111111001010110
'Я?',0.000003,111111111001010111
'пш',0.000003,111111111001011000
'(х',0.000003,1111111110010110010
'Ум',0.000003,1111111110010110011
'Ие',0.000003,111111111001011010
'к)',0.000003,111111111001011011
'І ',0.000003,111111111001011100
'ys',0.000003,111111111001011101
'ВО',0.000003,111111111001011110
'ТВ',0.000003,1111111110010111110
'ВЕ',0.000003,1111111110010111111
'ЕД',0.000003,111111111001100000
'Bu',0.000003,111111111001100001
'oh',0.000003,111111111001100010
'́и',0.000003,1111111110011000110
'yo',0.000003,1111111110011000111
'nr',0.000003,111111111001100100
'Ca',0.000003,111111111001100101
'зц',0.000003,111111111001100110
'\nН',0.000003,1111111110011001110
'Сю',0.000003,1111111110011001111
'бш',0.000003,111111111001101000
'Ou',0.000003,111111111001101001
'Зв',0.000003,111111111001101010
'а́',0.000003,1111111110011010110
'бю',0.000003,1111111110011010111
"'""M'",0.000003,111111111001101100
'a.',0.000003,111111111001101101
"""'à""",0.000003,111111111001101110
'râ',0.000003,1111111110011011110
'f.',0.000003,1111111110011011111
' .',0.000003,111111111001110000
'ck',0.000003,111111111001110001
"'""б'",0.000003,111111111001110010
'Шм',0.000003,1111111110011100110
'Fa',0.000003,1111111110011100111
'г-',0.000003,111111111001110100
'Сб',0.000003,111111111001110101
'Ии',0.000003,111111111001110110
'С.',0.000003,1111111110011101110
'uh',0.000003,1111111110011101111
'Дн',0.000003,111111111001111000
'L.',0.000003,111111111001111001
'э.',0.000003,111111111001111010
'Ху',0.000003,1111111110011110110
'\nК',0.000003,1111111110011110111
'od',0.000003,111111111001111100
'І.',0.000003,1111111110011111010
'ТЫ',0.000003,1111111110011111011
'йе',0.000003,111111111001111110
'èg',0.000003,1111111110011111110
'(l',0.000003,1111111110011111111
'Hé',0.000003,111111111010000000
'rô',0.000003,1111111110100000010
'n?',0.000003,1111111110100000011
'Ad',0.000003,111111111010000010
'!3',0.000003,1111111110100000110
'nl',0.000003,1111111110100000111
"'t""'",0.000003,111111111010000100
'н:',0.000003,1111111110100001010
'ьф',0.000003,1111111110100001011
'эз',0.000003,111111111010000110
"""N'""",0.000003,111111111010000111
'lg',0.000003,111111111010001000
'д\n',0.000003,1111111110100010010
'-e',0.000003,1111111110100010011
'fl',0.000003,111111111010001010
'фь',0.000003,1111111110100010110
'!!',0.000003,1111111110100010111
'eh',0.000003,111111111010001100
'̀?',0.000003,1111111110100011010
"',-'",0.000003,1111111110100011011
'[с',0.000003,111111111010001110
'd.',0.000003,111111111010001111
'sh',0.000003,111111111010010000
'Ун',0.000003,1111111110100100010
'Ке',0.000003,1111111110100100011
'ût',0.000003,111111111010010010
'uk',0.000003,1111111110100100110
'д-',0.000003,1111111110100100111
'-Ш',0.000003,111111111010010100
'St',0.000003,1111111110100101010
'òи',0.000003,1111111110100101011
'Сц',0.000003,111111111010010110
'-Ф',0.000003,111111111010010111
"'""Х'",0.000002,111111111010011000
'ЙН',0.000002,1111111110100110010
'МИ',0.000002,1111111110100110011
'ИР',0.000002,111111111010011010
'РТ',0.000002,1111111110100110110
'ЛО',0.000002,1111111110100110111
'АТ',0.000002,1111111110100111000
'АМ',0.000002,1111111110100111001
'ИЕ',0.000002,1111111110100111010
'МУ',0.000002,1111111110100111011
'hr',0.000002,111111111010011110
'M.',0.000002,1111111110100111110
'a-',0.000002,1111111110100111111
'Фу',0.000002,111111111010100000
"',6'",0.000002,1111111110101000010
'!4',0.000002,1111111110101000011
'(В',0.000002,111111111010100010
'фф',0.000002,1111111110101000110
'йб',0.000002,1111111110101000111
'дз',0.000002,111111111010100100
'ak',0.000002,1111111110101001010
'n1',0.000002,1111111110101001011
'nj',0.000002,111111111010100110
'(м',0.000002,1111111110101001110
"'""?'",0.000002,1111111110101001111
's1',0.000002,111111111010101000
"'в""'",0.000002,1111111110101010010
"'"")'",0.000002,1111111110101010011
'ыщ',0.000002,111111111010101010
"'ó,'",0.000002,1111111110101010110
'\nС',0.000002,1111111110101010111
'sm',0.000002,1111111110101011000
'cè',0.000002,1111111110101011001
'Уе',0.000002,1111111110101011010
'Wi',0.000002,1111111110101011011
'ko',0.000002,111111111010101110
'Fe',0.000002,1111111110101011110
'Ho',0.000002,1111111110101011111
'Э!',0.000002,111111111010110000
'бц',0.000002,1111111110101100010
'-ц',0.000002,1111111110101100011
"'n""'",0.000002,111111111010110010
'ш-',0.000002,1111111110101100110
'р:',0.000002,1111111110101100111
"'""я'",0.000002,1111111110101101000
'Ех',0.000002,1111111110101101001
'He',0.000002,1111111110101101010
"'""а'",0.000002,1111111110101101011
'Du',0.000002,111111111010110110
'жр',0.000002,1111111110101101110
'vd',0.000002,1111111110101101111
'н)',0.000002,111111111010111000
'.;',0.000002,1111111110101110010
'[П',0.000002,1111111110101110011
'n)',0.000002,111111111010111010
'пг',0.000002,1111111110101110110
'-5',0.000002,1111111110101110111
'аГ',0.000002,111111111010111100
'Re',0.000002,1111111110101111010
'ЫЙ',0.000002,1111111110101111011
'ЬЯ',0.000002,1111111110101111100
'ІV',0.000002,1111111110101111101
'VІ',0.000002,1111111110101111110
'МА',0.000002,1111111110101111111
'ОВ',0.000002,111111111011000000
'cq',0.000002,1111111110110000010
'é?',0.000002,1111111110110000011
'ke',0.000002,1111111110110000100
'(л',0.000002,1111111110110000101
'хъ',0.000002,1111111110110000110
'Lo',0.000002,1111111110110000111
'-d',0.000002,111111111011000100
'El',0.000002,1111111110110001010
'ât',0.000002,1111111110110001011
'Аф',0.000002,1111111110110001100
'd!',0.000002,1111111110110001101
'Ap',0.000002,1111111110110001110
'Pe',0.000002,1111111110110001111
"'Э,'",0.000002,111111111011001000
'éj',0.000002,1111111110110010010
'щр',0.000002,1111111110110010011
'(Б',0.000002,1111111110110010100
'Ай',0.000002,1111111110110010101
'ф-',0.000002,1111111110110010110
'Tr',0.000002,1111111110110010111
'r?',0.000002,111111111011001100
"'с""'",0.000002,1111111110110011010
'lm',0.000002,1111111110110011011
'М-',0.000002,1111111110110011100
'éf',0.000002,1111111110110011101
'Зу',0.000002,1111111110110011110
"'ò,'",0.000002,1111111110110011111
"'""г'",0.000002,111111111011010000
'Пя',0.000002,1111111110110100010
'ze',0.000002,1111111110110100011
'nz',0.000002,1111111110110100100
"'""1'",0.000002,1111111110110100101
'уу',0.000002,1111111110110100110
'цл',0.000002,1111111110110100111
"'""о'",0.000002,111111111011010100
"'""I'",0.000002,1111111110110101010
'Ух',0.000002,1111111110110101011
"'"";'",0.000002,1111111110110101100
'(К',0.000002,1111111110110101101
'Тя',0.000002,1111111110110101110
'Вв',0.000002,1111111110110101111
'Уй',0.000002,111111111011011000
'лё',0.000002,1111111110110110010
'wa',0.000002,1111111110110110011
'ц?',0.000002,1111111110110110100
'Яв',0.000002,1111111110110110101
'В-',0.000002,1111111110110110110
'Хв',0.000002,1111111110110110111
'ù ',0.000002,111111111011011100
'Ры',0.000002,1111111110110111010
'ця',0.000002,1111111110110111011
'(C',0.000002,1111111110110111100
'ЕК',0.000002,1111111110110111101
"""'и""",0.000002,1111111110110111110
"""Г'""",0.000002,1111111110110111111
'Ль',0.000002,1111111110111000000
'gt',0.000002,1111111110111000001
'Fi',0.000002,1111111110111000010
'ХІ',0.000002,1111111110111000011
'ХV',0.000002,1111111110111000100
'ОГ',0.000002,1111111110111000101
'Г.',0.000002,1111111110111000110
"'А""'",0.000002,1111111110111000111
'ТЕ',0.000002,1111111110111001000
'КТ',0.000002,1111111110111001001
'Кс',0.000002,1111111110111001010
'At',0.000002,1111111110111001011
"'g,'",0.000002,1111111110111001100
'rf',0.000002,1111111110111001101
'ôl',0.000002,1111111110111001110
"'a""'",0.000002,1111111110111001111
'éb',0.000002,1111111110111010000
'âm',0.000002,1111111110111010001
'e:',0.000002,1111111110111010010
"'щ,'",0.000002,1111111110111010011
'́!',0.000002,1111111110111010100
'́.',0.000002,1111111110111010101
'**',0.000002,1111111110111010110
"'""2'",0.000002,1111111110111010111
'ж!',0.000002,1111111110111011000
'Гм',0.000002,1111111110111011001
'à.',0.000002,1111111110111011010
'jà',0.000002,1111111110111011011
'(С',0.000002,1111111110111011100
'[Н',0.000002,1111111110111011101
'(з',0.000002,1111111110111011110
'Ve',0.000002,1111111110111011111
'лщ',0.000002,1111111110111100000
'гт',0.000002,1111111110111100001
'Зе',0.000002,1111111110111100010
'eç',0.000002,1111111110111100011
'Ju',0.000002,1111111110111100100
'éa',0.000002,1111111110111100101
"'""A'",0.000002,1111111110111100110
'ft',0.000002,1111111110111100111
' k',0.000002,1111111110111101000
'ln',0.000002,1111111110111101001
'ço',0.000002,1111111110111101010
'̀в',0.000002,1111111110111101011
'ц;',0.000002,1111111110111101100
'n-',0.000002,1111111110111101101
'Br',0.000002,1111111110111101110
'шр',0.000002,1111111110111101111
'Зл',0.000002,1111111110111110000
"'""л'",0.000002,1111111110111110001
'Уг',0.000002,1111111110111110010
'юг',0.000002,1111111110111110011
'̀и',0.000002,1111111110111110100
'́в',0.000002,1111111110111110101
'za',0.000002,1111111110111110110
'Шл',0.000002,1111111110111110111
'г\n',0.000002,1111111110111111000
"'c,'",0.000002,1111111110111111001
'её',0.000002,1111111110111111010
'-Э',0.000002,1111111110111111011
'bu',0.000002,1111111110111111100
'ч;',0.000002,1111111110111111101
't1',0.000002,1111111110111111110
'Б.',0.000002,1111111110111111111
'[в',0.000002,1111111111000000000
'e\n',0.000002,1111111111000000001
'où',0.000002,1111111111000000010
'Ук',0.000002,1111111111000000011
'̀.',0.000002,1111111111000000100
'Es',0.000002,1111111111000000101
't)',0.000002,1111111111000000110
'а]',0.000002,1111111111000000111
'aë',0.000002,1111111111000001000
'ël',0.000002,1111111111000001001
'Яс',0.000002,1111111111000001010
'y.',0.000002,1111111111000001011
'НА',0.000002,1111111111000001100
'РО',0.000002,11111111110000011010
'ТА',0.000002,11111111110000011011
'ЯТ',0.000002,1111111111000001110
'ИЛ',0.000002,1111111111000001111
'ДЕ',0.000002,1111111111000010000
'ПО',0.000002,11111111110000100010
'ДА',0.000002,11111111110000100011
'АК',0.000002,1111111111000010010
'НЕ',0.000002,1111111111000010011
'pê',0.000002,1111111111000010100
'êc',0.000002,11111111110000101010
'bé',0.000002,11111111110000101011
'́-',0.000002,1111111111000010110
'nk',0.000002,1111111111000010111
'xi',0.000002,1111111111000011000
'r2',0.000002,1111111111000011001
'-n',0.000002,1111111111000011010
'Hi',0.000002,1111111111000011011
'ly',0.000002,1111111111000011100
'?4',0.000002,11111111110000111010
'êl',0.000002,11111111110000111011
'(а',0.000002,1111111111000011110
'ow',0.000002,1111111111000011111
'\nИ',0.000002,1111111111000100000
'Шу',0.000002,11111111110001000010
'i!',0.000002,11111111110001000011
'l-',0.000002,1111111111000100010
'é!',0.000002,1111111111000100011
'èt',0.000002,1111111111000100100
'óи',0.000002,11111111110001001010
'тэ',0.000002,11111111110001001011
'(М',0.000002,1111111111000100110
"'""р'",0.000002,1111111111000100111
'э ',0.000002,1111111111000101000
'эд',0.000002,1111111111000101001
'Вб',0.000002,1111111111000101010
'[о',0.000002,1111111111000101011
'xt',0.000002,1111111111000101100
'-j',0.000002,11111111110001011010
'S.',0.000002,11111111110001011011
'èc',0.000002,1111111111000101110
'oé',0.000002,1111111111000101111
'çu',0.000002,1111111111000110000
'g.',0.000002,1111111111000110001
'gs',0.000002,1111111111000110010
'Go',0.000002,1111111111000110011
'ix',0.000002,1111111111000110100
'ч?',0.000002,11111111110001101010
'Kr',0.000002,11111111110001101011
'ön',0.000002,1111111111000110110
"'k,'",0.000002,1111111111000110111
'(Г',0.000002,1111111111000111000
'Зи',0.000002,1111111111000111001
'm.',0.000002,1111111111000111010
's:',0.000002,1111111111000111011
'r)',0.000002,1111111111000111100
'Ды',0.000002,11111111110001111010
'Лё',0.000002,11111111110001111011
'Ош',0.000002,1111111111000111110
'i?',0.000002,1111111111000111111
'Шо',0.000002,1111111111001000000
'Мя',0.000002,11111111110010000010
'Fl',0.000002,11111111110010000011
'Te',0.000002,1111111111001000010
'Тю',0.000002,1111111111001000011
'[н',0.000002,1111111111001000100
'юп',0.000002,11111111110010001010
'̀н',0.000002,11111111110010001011
'г:',0.000002,1111111111001000110
'Su',0.000002,1111111111001000111
'ыя',0.000002,1111111111001001000
'fs',0.000002,1111111111001001001
'k ',0.000002,1111111111001001010
'fâ',0.000002,1111111111001001011
'Т.',0.000002,1111111111001001100
'u?',0.000002,11111111110010011010
'N.',0.000002,11111111110010011011
'[п',0.000002,1111111111001001110
'Эд',0.000002,1111111111001001111
'Jo',0.000002,1111111111001010000
' !',0.000002,11111111110010100010
'Аг',0.000002,11111111110010100011
'!]',0.000002,1111111111001010010
"'X,'",0.000002,1111111111001010011
'Sm',0.000002,1111111111001010100
'гц',0.000002,11111111110010101010
'зà',0.000002,11111111110010101011
'Т ',0.000002,1111111111001010110
'Пч',0.000002,1111111111001010111
'/3',0.000002,1111111111001011000
'Пт',0.000002,1111111111001011001
'-Г',0.000002,1111111111001011010
'V-',0.000002,1111111111001011011
'кг',0.000002,1111111111001011100
"""'е""",0.000002,11111111110010111010
'ХС',0.000002,11111111110010111011
'-7',0.000002,1111111111001011110
'-8',0.000002,1111111111001011111
'I:',0.000002,1111111111001100000
'-В',0.000002,1111111111001100001
'\nТ',0.000001,1111111111001100010
'ИЙ',0.000001,11111111110011000110
'СО',0.000001,11111111110011000111
'НИ',0.000001,1111111111001100100
'НН',0.000001,11111111110011001010
'СЛ',0.000001,11111111110011001011
'ВИ',0.000001,1111111111001100110
'У-',0.000001,11111111110011001110
'ОН',0.000001,11111111110011001111
'КО',0.000001,1111111111001101000
'КИ',0.000001,11111111110011010010
"'""S'",0.000001,11111111110011010011
"'p,'",0.000001,1111111111001101010
'Ne',0.000001,11111111110011010110
'.6',0.000001,11111111110011010111
"""д'""",0.000001,1111111111001101100
'yt',0.000001,11111111110011011010
'Mi',0.000001,11111111110011011011
"""'â""",0.000001,1111111111001101110
'à-',0.000001,1111111111001101111
's2',0.000001,1111111111001110000
' *',0.000001,11111111110011100010
'Гв',0.000001,11111111110011100011
'r1',0.000001,1111111111001110010
'іе',0.000001,11111111110011100110
'Зо',0.000001,11111111110011100111
'dè',0.000001,1111111111001110100
'\nЧ',0.000001,11111111110011101010
';2',0.000001,11111111110011101011
'] ',0.000001,1111111111001110110
'n;',0.000001,1111111111001110111
'èv',0.000001,1111111111001111000
"'""T'",0.000001,11111111110011110010
'r;',0.000001,11111111110011110011
'xe',0.000001,1111111111001111010
' Z',0.000001,11111111110011110110
'ò?',0.000001,11111111110011110111
'à!',0.000001,1111111111001111100
'hl',0.000001,11111111110011111010
'nb',0.000001,11111111110011111011
'Ka',0.000001,1111111111001111110
'rç',0.000001,1111111111001111111
'Юн',0.000001,1111111111010000000
'́м',0.000001,11111111110100000010
'Оо',0.000001,11111111110100000011
"'""з'",0.000001,1111111111010000010
'Bi',0.000001,11111111110100000110
'o.',0.000001,11111111110100000111
'Th',0.000001,1111111111010000100
'bê',0.000001,11111111110100001010
"""'U""",0.000001,11111111110100001011
'цн',0.000001,1111111111010000110
'].',0.000001,1111111111010000111
'Нр',0.000001,1111111111010001000
'ёл',0.000001,11111111110100010010
'кà',0.000001,11111111110100010011
'фм',0.000001,1111111111010001010
'Dé',0.000001,11111111110100010110
'Ta',0.000001,11111111110100010111
'iz',0.000001,1111111111010001100
'ki',0.000001,11111111110100011010
'èm',0.000001,11111111110100011011
'з?',0.000001,1111111111010001110
'ь]',0.000001,11111111110100011110
'Gr',0.000001,11111111110100011111
'!6',0.000001,1111111111010010000
'шц',0.000001,11111111110100100010
"'д""'",0.000001,11111111110100100011
'Юс',0.000001,1111111111010010010
'Д.',0.000001,11111111110100100110
'Мр',0.000001,11111111110100100111
'фю',0.000001,1111111111010010100
'x!',0.000001,11111111110100101010
'пщ',0.000001,11111111110100101011
'Ki',0.000001,1111111111010010110
'Дь',0.000001,1111111111010010111
' :',0.000001,1111111111010011000
'-З',0.000001,11111111110100110010
"""'I""",0.000001,11111111110100110011
'Id',0.000001,1111111111010011010
'1/',0.000001,11111111110100110110
'Аб',0.000001,11111111110100110111
'l?',0.000001,1111111111010011100
'mа',0.000001,11111111110100111010
'(Т',0.000001,11111111110100111011
'КС',0.000001,1111111111010011110
'Яу',0.000001,1111111111010011111
'эф',0.000001,1111111111010100000
'Va',0.000001,11111111110101000010
'rk',0.000001,11111111110101000011
'цм',0.000001,1111111111010100010
'ён',0.000001,11111111110101000110
'àм',0.000001,11111111110101000111
'І-',0.000001,1111111111010100100
'I-',0.000001,11111111110101001010
'Нь',0.000001,11111111110101001011
'7/',0.000001,1111111111010100110
'о1',0.000001,1111111111010100111
'I)',0.000001,1111111111010101000
'гю',0.000001,11111111110101010010
'-6',0.000001,11111111110101010011
'(ц',0.000001,1111111111010101010
'ч\n',0.000001,11111111110101010110
'\nМ',0.000001,11111111110101010111
'.Н',0.000001,1111111111010101100
'\nР',0.000001,11111111110101011010
'.r',0.000001,11111111110101011011
'u\n',0.000001,11111111110101011100
'ВЫ',0.000001,11111111110101011101
'Х.',0.000001,11111111110101011110
'ХХ',0.000001,11111111110101011111
'ТИ',0.000001,1111111111010110000
'ЭП',0.000001,11111111110101100010
'ПИ',0.000001,11111111110101100011
'ЫЕ',0.000001,11111111110101100100
'АН',0.000001,11111111110101100101
'ОБ',0.000001,11111111110101100110
'ИЯ',0.000001,11111111110101100111
'МЕ',0.000001,1111111111010110100
'ЦИ',0.000001,11111111110101101010
'ЕВ',0.000001,11111111110101101011
'ВЯ',0.000001,11111111110101101100
'-Ч',0.000001,11111111110101101101
'ЫР',0.000001,11111111110101101110
'РН',0.000001,11111111110101101111
'АД',0.000001,1111111111010111000
'ДЦ',0.000001,11111111110101110010
'ЦА',0.000001,11111111110101110011
'РЫ',0.000001,11111111110101110100
'СК',0.000001,11111111110101110101
'Lu',0.000001,11111111110101110110
'(m',0.000001,11111111110101110111
'-o',0.000001,1111111111010111100
'rû',0.000001,11111111110101111010
'ûl',0.000001,11111111110101111011
'e4',0.000001,11111111110101111100
'нм',0.000001,11111111110101111101
"',7'",0.000001,11111111110101111110
'e3',0.000001,11111111110101111111
'az',0.000001,1111111111011000000
'l!',0.000001,11111111110110000010
'-à',0.000001,11111111110110000011
'-f',0.000001,11111111110110000100
'Ha',0.000001,11111111110110000101
'é:',0.000001,11111111110110000110
'ky',0.000001,11111111110110000111
'mn',0.000001,1111111111011000100
'A!',0.000001,11111111110110001010
'аэ',0.000001,11111111110110001011
'эй',0.000001,11111111110110001100
'дэ',0.000001,11111111110110001101
'(Д',0.000001,11111111110110001110
'-h',0.000001,11111111110110001111
'c.',0.000001,1111111111011001000
'éu',0.000001,11111111110110010010
'Eu',0.000001,11111111110110010011
'Pu',0.000001,11111111110110010100
'în',0.000001,11111111110110010101
'my',0.000001,11111111110110010110
'tè',0.000001,11111111110110010111
'i;',0.000001,1111111111011001100
'b ',0.000001,11111111110110011010
